dt,day,hour,minute,tag,in_worker,out_worker,in_pollen,out_pollen,in_drone,out_drone
2025-08-28 05:55:37,28,5,55,TX2_6,226,128,19,6,1,0
2025-08-28 06:00:37,28,6,0,TX2_6,228,110,12,9,0,0
2025-08-28 06:05:37,28,6,5,TX2_6,249,99,14,1,0,0
2025-08-28 06:10:37,28,6,10,TX2_6,282,138,12,4,0,0
2025-08-28 06:15:37,28,6,15,TX2_6,299,139,13,4,1,0
2025-08-28 06:20:37,28,6,20,TX2_6,205,94,13,3,0,0
2025-08-28 06:25:37,28,6,25,TX2_6,232,93,8,4,0,0
2025-08-28 06:30:37,28,6,30,TX2_6,272,131,13,4,0,0
2025-08-28 06:35:37,28,6,35,TX2_6,294,148,7,6,0,0
2025-08-28 06:40:37,28,6,40,TX2_6,235,113,8,2,1,1
2025-08-28 06:45:37,28,6,45,TX2_6,266,151,6,1,0,0
2025-08-28 06:50:37,28,6,50,TX2_6,313,145,6,3,0,1
2025-08-28 06:55:37,28,6,55,TX2_6,311,135,2,7,0,0
2025-08-28 07:00:37,28,7,0,TX2_6,325,153,6,3,0,0
2025-08-28 07:05:37,28,7,5,TX2_6,336,171,8,0,0,0
2025-08-28 07:10:37,28,7,10,TX2_6,358,192,8,7,0,0
2025-08-28 07:15:37,28,7,15,TX2_6,355,204,7,3,0,0
2025-08-28 07:20:38,28,7,20,TX2_6,407,186,7,7,0,0
2025-08-28 07:25:38,28,7,25,TX2_6,371,184,7,5,0,0
2025-08-28 07:30:38,28,7,30,TX2_6,315,143,6,2,0,0
2025-08-28 07:35:38,28,7,35,TX2_6,233,93,13,2,0,0
2025-08-28 07:40:38,28,7,40,TX2_6,215,122,2,2,0,0
2025-08-28 07:45:38,28,7,45,TX2_6,223,88,5,2,1,0
2025-08-28 07:50:38,28,7,50,TX2_6,206,85,4,2,0,1
2025-08-28 07:55:38,28,7,55,TX2_6,234,83,3,0,0,0
2025-08-28 08:00:38,28,8,0,TX2_6,218,70,5,1,0,0
2025-08-28 08:05:38,28,8,5,TX2_6,176,65,8,4,0,0
2025-08-28 08:10:38,28,8,10,TX2_6,207,77,10,2,0,0
2025-08-28 08:15:38,28,8,15,TX2_6,208,86,3,2,0,0
2025-08-28 08:20:38,28,8,20,TX2_6,175,99,8,2,1,0
2025-08-28 08:25:38,28,8,25,TX2_6,198,77,8,1,0,1
2025-08-28 08:30:38,28,8,30,TX2_6,299,150,5,3,0,0
2025-08-28 08:35:38,28,8,35,TX2_6,206,105,1,0,1,0
2025-08-28 08:40:38,28,8,40,TX2_6,232,100,2,0,0,0
2025-08-28 08:45:38,28,8,45,TX2_6,205,81,4,0,0,0
2025-08-28 08:50:39,28,8,50,TX2_6,211,93,6,2,1,0
2025-08-28 08:55:39,28,8,55,TX2_6,225,86,4,0,0,0
2025-08-28 09:00:39,28,9,0,TX2_6,224,95,2,0,0,0
2025-08-28 09:05:39,28,9,5,TX2_6,195,84,1,1,0,0
2025-08-28 09:10:39,28,9,10,TX2_6,206,87,2,1,0,0
2025-08-28 09:15:39,28,9,15,TX2_6,191,82,3,1,0,0
2025-08-28 09:20:39,28,9,20,TX2_6,204,87,0,0,0,0
2025-08-28 09:25:39,28,9,25,TX2_6,215,65,3,0,0,0
2025-08-28 09:30:39,28,9,30,TX2_6,240,109,1,0,1,0
2025-08-28 09:35:39,28,9,35,TX2_6,194,99,3,0,0,0
2025-08-28 09:40:39,28,9,40,TX2_6,188,63,3,0,0,0
2025-08-28 09:45:39,28,9,45,TX2_6,187,73,1,0,0,0
2025-08-28 17:53:30,28,17,53,TX2_6,206,103,2,2,0,1
2025-08-28 17:58:30,28,17,58,TX2_6,153,58,1,0,0,0
2025-08-28 18:03:30,28,18,3,TX2_6,208,95,1,0,1,0
2025-08-28 18:08:30,28,18,8,TX2_6,227,110,0,0,0,0
2025-08-28 18:13:30,28,18,13,TX2_6,222,105,1,0,0,0
2025-08-28 18:18:30,28,18,18,TX2_6,201,79,0,1,0,0
2025-08-28 18:23:31,28,18,23,TX2_6,141,89,0,0,0,0
2025-08-28 18:28:31,28,18,28,TX2_6,174,117,0,0,0,0
2025-08-28 18:33:31,28,18,33,TX2_6,150,99,0,0,0,0
2025-08-28 18:38:31,28,18,38,TX2_6,138,107,0,0,0,0
2025-08-28 18:43:31,28,18,43,TX2_6,134,85,0,0,0,0
2025-08-28 18:48:31,28,18,48,TX2_6,106,88,0,0,0,0
2025-08-28 18:53:31,28,18,53,TX2_6,120,89,0,0,0,0
2025-08-28 18:58:31,28,18,58,TX2_6,128,87,0,0,0,0
2025-08-28 19:03:31,28,19,3,TX2_6,118,107,0,0,0,0
2025-08-28 19:08:31,28,19,8,TX2_6,141,102,0,0,0,0
2025-08-28 19:13:31,28,19,13,TX2_6,140,120,0,0,0,0
2025-08-28 19:18:31,28,19,18,TX2_6,143,89,0,0,0,0
2025-08-28 19:23:31,28,19,23,TX2_6,126,80,0,0,0,0
2025-08-28 19:28:31,28,19,28,TX2_6,131,104,0,0,0,0
2025-08-28 19:33:31,28,19,33,TX2_6,141,109,0,0,0,0
2025-08-28 19:38:32,28,19,38,TX2_6,111,89,0,0,0,0
2025-08-28 19:43:32,28,19,43,TX2_6,128,128,0,0,0,0
2025-08-28 19:48:32,28,19,48,TX2_6,137,124,0,0,0,0
2025-08-28 19:53:32,28,19,53,TX2_6,135,130,0,0,0,0
2025-08-28 19:58:32,28,19,58,TX2_6,166,138,0,0,0,0
2025-08-28 20:03:32,28,20,3,TX2_6,101,106,1,4,5,1
2025-08-28 20:08:32,28,20,8,TX2_6,122,89,6,3,6,12
2025-08-28 20:13:32,28,20,13,TX2_6,122,87,2,4,10,9
2025-08-28 20:18:32,28,20,18,TX2_6,115,106,6,1,5,14
2025-08-28 20:23:32,28,20,23,TX2_6,137,119,4,4,3,8
2025-08-28 20:28:32,28,20,28,TX2_6,122,118,2,3,11,13
2025-08-28 20:33:32,28,20,33,TX2_6,198,175,4,3,6,4
2025-08-28 20:38:32,28,20,38,TX2_6,187,160,0,0,0,0
2025-08-28 20:43:32,28,20,43,TX2_6,143,107,0,0,0,0
2025-08-28 20:48:32,28,20,48,TX2_6,159,153,0,0,0,0
2025-08-28 20:53:33,28,20,53,TX2_6,139,126,0,0,0,0
2025-08-28 20:58:33,28,20,58,TX2_6,154,129,0,0,0,0
2025-08-28 21:03:33,28,21,3,TX2_6,162,144,0,0,0,0
2025-08-28 21:08:33,28,21,8,TX2_6,170,130,0,0,0,0
2025-08-28 21:13:33,28,21,13,TX2_6,120,123,0,0,0,0
2025-08-28 21:18:33,28,21,18,TX2_6,114,119,0,0,0,0
2025-08-28 21:23:33,28,21,23,TX2_6,127,106,0,0,0,0
2025-08-28 21:28:33,28,21,28,TX2_6,132,106,0,0,0,0
2025-08-28 21:33:33,28,21,33,TX2_6,122,133,0,0,1,0
2025-08-28 21:38:33,28,21,38,TX2_6,153,135,0,0,0,0
2025-08-28 21:43:33,28,21,43,TX2_6,121,118,0,0,0,0
2025-08-28 21:48:33,28,21,48,TX2_6,118,116,0,0,0,0
2025-08-28 21:53:33,28,21,53,TX2_6,119,111,0,0,0,0
2025-08-28 21:58:33,28,21,58,TX2_6,122,121,0,0,0,0
2025-08-28 22:03:33,28,22,3,TX2_6,100,94,0,0,0,0
2025-08-28 22:08:33,28,22,8,TX2_6,82,96,0,0,0,0
2025-08-28 22:13:34,28,22,13,TX2_6,121,108,0,0,0,0
2025-08-28 22:18:34,28,22,18,TX2_6,153,129,0,0,0,0
2025-08-28 22:23:34,28,22,23,TX2_6,109,109,0,0,0,0
2025-08-28 22:28:34,28,22,28,TX2_6,115,99,0,0,0,0
2025-08-28 22:33:34,28,22,33,TX2_6,102,113,0,0,0,0
2025-08-28 22:38:34,28,22,38,TX2_6,124,111,0,0,0,0
2025-08-28 22:43:34,28,22,43,TX2_6,118,117,0,0,0,0
2025-08-28 22:48:34,28,22,48,TX2_6,102,98,0,0,0,0
2025-08-28 22:53:34,28,22,53,TX2_6,124,111,0,0,0,0
2025-08-28 22:58:34,28,22,58,TX2_6,128,108,0,0,0,0
2025-08-28 23:03:34,28,23,3,TX2_6,89,94,0,0,0,0
2025-08-28 23:08:34,28,23,8,TX2_6,106,101,0,0,0,0
2025-08-28 23:13:34,28,23,13,TX2_6,104,88,0,0,0,0
2025-08-28 23:18:34,28,23,18,TX2_6,102,90,0,0,0,0
2025-08-28 23:23:34,28,23,23,TX2_6,129,117,0,0,0,0
2025-08-28 23:28:34,28,23,28,TX2_6,110,92,0,0,0,0
2025-08-28 23:33:35,28,23,33,TX2_6,93,87,0,0,0,0
2025-08-28 23:38:35,28,23,38,TX2_6,119,124,0,0,0,0
2025-08-28 23:43:35,28,23,43,TX2_6,108,98,0,0,0,0
2025-08-28 23:48:35,28,23,48,TX2_6,98,91,0,0,0,0
2025-08-28 23:53:35,28,23,53,TX2_6,59,58,0,0,0,0
2025-08-28 23:58:35,28,23,58,TX2_6,119,137,0,0,0,0
2025-08-29 00:03:35,29,0,3,TX2_6,92,104,0,0,0,0
2025-08-29 00:08:35,29,0,8,TX2_6,118,125,0,0,0,0
2025-08-29 00:13:35,29,0,13,TX2_6,98,104,0,0,0,0
2025-08-29 00:18:35,29,0,18,TX2_6,118,113,0,0,0,0
2025-08-29 00:23:35,29,0,23,TX2_6,120,127,0,0,0,0
2025-08-29 00:28:35,29,0,28,TX2_6,79,94,0,0,0,0
2025-08-29 00:33:35,29,0,33,TX2_6,102,87,0,0,0,0
2025-08-29 00:38:35,29,0,38,TX2_6,83,100,0,0,0,0
2025-08-29 00:43:35,29,0,43,TX2_6,93,102,0,0,0,0
2025-08-29 00:48:35,29,0,48,TX2_6,101,87,0,0,0,0
2025-08-29 00:53:35,29,0,53,TX2_6,97,98,0,0,0,0
2025-08-29 00:58:35,29,0,58,TX2_6,98,91,0,0,0,0
2025-08-29 01:03:35,29,1,3,TX2_6,85,75,0,0,0,0
2025-08-29 01:08:36,29,1,8,TX2_6,103,116,0,0,0,0
2025-08-29 01:13:36,29,1,13,TX2_6,90,89,0,0,0,0
2025-08-29 01:18:36,29,1,18,TX2_6,85,72,0,0,0,0
2025-08-29 01:23:36,29,1,23,TX2_6,112,103,0,0,0,0
2025-08-29 01:28:36,29,1,28,TX2_6,115,93,0,0,0,0
2025-08-29 01:33:36,29,1,33,TX2_6,97,97,0,0,0,0
2025-08-29 01:38:36,29,1,38,TX2_6,99,85,0,0,0,0
2025-08-29 01:43:36,29,1,43,TX2_6,97,99,0,0,0,0
2025-08-29 01:48:36,29,1,48,TX2_6,94,84,0,0,0,0
2025-08-29 01:53:36,29,1,53,TX2_6,105,100,0,0,0,0
2025-08-29 01:58:36,29,1,58,TX2_6,101,115,0,0,0,0
2025-08-29 02:03:36,29,2,3,TX2_6,95,98,0,0,0,0
2025-08-29 02:08:36,29,2,8,TX2_6,106,86,0,0,0,0
2025-08-29 02:13:36,29,2,13,TX2_6,96,108,0,0,0,0
2025-08-29 02:18:36,29,2,18,TX2_6,99,96,1,0,0,0
2025-08-29 02:23:36,29,2,23,TX2_6,101,104,0,0,0,0
2025-08-29 02:28:36,29,2,28,TX2_6,121,124,0,0,0,0
2025-08-29 02:33:36,29,2,33,TX2_6,86,89,0,0,0,0
2025-08-29 02:38:36,29,2,38,TX2_6,121,114,0,0,0,0
2025-08-29 02:43:36,29,2,43,TX2_6,86,105,0,0,0,0
2025-08-29 02:48:36,29,2,48,TX2_6,100,104,0,0,0,0
2025-08-29 02:53:37,29,2,53,TX2_6,92,101,0,0,0,0
2025-08-29 02:58:37,29,2,58,TX2_6,102,98,0,0,0,0
2025-08-29 03:03:37,29,3,3,TX2_6,98,90,0,0,0,0
2025-08-29 03:08:37,29,3,8,TX2_6,106,108,0,0,0,0
2025-08-29 03:13:37,29,3,13,TX2_6,112,113,0,0,0,0
2025-08-29 03:18:37,29,3,18,TX2_6,106,104,0,0,0,0
2025-08-29 03:23:37,29,3,23,TX2_6,99,101,0,0,0,0
2025-08-29 03:28:37,29,3,28,TX2_6,120,110,0,0,0,0
2025-08-29 03:33:37,29,3,33,TX2_6,92,85,0,0,0,0
2025-08-29 03:38:37,29,3,38,TX2_6,89,79,0,0,0,0
2025-08-29 03:43:37,29,3,43,TX2_6,98,100,0,0,0,0
2025-08-29 03:48:37,29,3,48,TX2_6,142,115,0,0,0,0
2025-08-29 03:53:37,29,3,53,TX2_6,103,98,0,0,0,0
2025-08-29 03:58:37,29,3,58,TX2_6,105,99,0,0,0,0
2025-08-29 04:03:37,29,4,3,TX2_6,89,78,0,0,0,0
2025-08-29 04:08:38,29,4,8,TX2_6,82,100,0,0,0,0
2025-08-29 04:13:38,29,4,13,TX2_6,96,115,0,0,0,0
2025-08-29 04:18:38,29,4,18,TX2_6,79,77,0,0,0,0
2025-08-29 04:23:38,29,4,23,TX2_6,116,121,0,0,0,0
2025-08-29 04:28:38,29,4,28,TX2_6,118,104,0,0,0,0
2025-08-29 04:33:38,29,4,33,TX2_6,85,87,0,0,0,0
2025-08-29 04:38:38,29,4,38,TX2_6,94,93,0,0,0,0
2025-08-29 04:43:38,29,4,43,TX2_6,121,109,0,0,0,0
2025-08-29 04:48:38,29,4,48,TX2_6,94,82,0,0,0,0
2025-08-29 04:53:38,29,4,53,TX2_6,127,142,0,0,0,0
2025-08-29 04:58:38,29,4,58,TX2_6,94,89,0,0,0,0
2025-08-29 05:03:38,29,5,3,TX2_6,98,94,0,0,0,0
2025-08-29 05:08:38,29,5,8,TX2_6,118,96,0,0,0,0
2025-08-29 05:13:38,29,5,13,TX2_6,114,114,0,0,0,0
2025-08-29 05:18:38,29,5,18,TX2_6,96,76,0,0,0,0
2025-08-29 05:23:38,29,5,23,TX2_6,107,80,0,0,0,0
2025-08-29 05:28:39,29,5,28,TX2_6,135,128,0,0,0,0
2025-08-29 05:33:39,29,5,33,TX2_6,125,121,0,0,0,0
2025-08-29 05:38:39,29,5,38,TX2_6,96,100,0,0,0,0
2025-08-29 05:43:39,29,5,43,TX2_6,152,137,0,0,0,0
2025-08-29 05:48:39,29,5,48,TX2_6,124,108,0,0,1,0
2025-08-29 05:53:39,29,5,53,TX2_6,112,100,0,0,0,0
2025-08-29 05:58:39,29,5,58,TX2_6,127,106,0,0,0,0
2025-08-29 06:03:39,29,6,3,TX2_6,111,103,0,0,0,0
2025-08-29 06:08:39,29,6,8,TX2_6,98,84,0,0,0,0
2025-08-29 06:13:39,29,6,13,TX2_6,125,104,0,0,0,0
2025-08-29 06:18:39,29,6,18,TX2_6,107,111,0,0,0,0
2025-08-29 06:23:39,29,6,23,TX2_6,127,75,0,0,0,0
2025-08-29 06:28:39,29,6,28,TX2_6,135,105,0,0,0,0
2025-08-29 06:33:39,29,6,33,TX2_6,133,116,0,0,0,0
2025-08-29 06:38:39,29,6,38,TX2_6,134,106,0,0,0,0
2025-08-29 06:43:39,29,6,43,TX2_6,134,110,0,0,0,0
2025-08-29 06:48:39,29,6,48,TX2_6,123,92,0,0,0,0
2025-08-29 06:53:39,29,6,53,TX2_6,129,106,0,0,0,0
2025-08-29 06:58:40,29,6,58,TX2_6,151,123,1,0,0,0
2025-08-29 07:03:40,29,7,3,TX2_6,144,118,2,1,0,0
2025-08-29 07:08:40,29,7,8,TX2_6,136,90,1,0,0,0
2025-08-29 07:13:40,29,7,13,TX2_6,138,100,0,0,0,0
2025-08-29 07:18:40,29,7,18,TX2_6,150,99,2,0,0,0
2025-08-29 07:23:40,29,7,23,TX2_6,164,142,2,1,0,0
2025-08-29 07:28:40,29,7,28,TX2_6,140,115,1,0,0,0
2025-08-29 07:33:40,29,7,33,TX2_6,133,104,3,1,3,2
2025-08-29 07:38:40,29,7,38,TX2_6,151,112,11,10,18,13
2025-08-29 07:43:40,29,7,43,TX2_6,182,141,12,8,12,12
